name,address,gender,furnished,parking_area,kitchen_room,wifi,guest_room,laundry,rooftop,description,room_index,room_name,room_size,room_info,room_facilities,room_price
Kost Jati 24 Lengkong,"Jl. Jati No.24pav, Paledang, Kec. Lengkong, Kota Bandung, Jawa Barat 40261, Indonesia",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Tipe A,Luas kamar: 15m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Kamar mandi dalam, Shower, Pemanas air","Lemari, Meja, TV Kabel",Rp 2.000.000/bulan
Kost De 5,"Jl. Dederuk No.5, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133, Indonesia",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Tipe A,"Luas kamar: 10,64m2","1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.000.000/bulan
Kost De 5,"Jl. Dederuk No.5, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133, Indonesia",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,1,Tipe B,"Luas kamar: 11,1m2","1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.100.000/bulan
Emji Kost,"Jl. Moch. Yunus II No.12, Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat 40171",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,Luas kamar: 12m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja",Rp 1.300.000/bulan
Kost BJ 36,"Jl. Bukit Jarian No.36, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,"Standar (Sharing Bathroom, No AC)","Luas kamar: 7,5m2","1 Tempat tidur (90x200) 1 orang, Termasuk listrik, Kamar mandi luar, Shower","Kursi, Lemari, Meja",Rp 1.700.000/bulan
Kost BJ 36,"Jl. Bukit Jarian No.36, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,1,"Superior (Inside Bathroom, with AC)",Luas kamar: 9m2,"1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","AC, Kursi, Lemari, Meja",Rp 3.000.000/bulan
Omah Wening,"Gg. Polisi No 62/5A, RT 07, RW 04, kel. Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat",Kost Putri,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Standard,Luas kamar: 12m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower","AC, Kursi, Lemari, Meja",Rp 1.300.000/bulan
Home Inn Kostel,"Jl. H. Wasid No.25, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,SINGLE BED ROOM,Luas kamar: 16m2,"1 Tempat tidur (90x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja, TV Kabel",Rp 2.800.000/bulan
Home Inn Kostel,"Jl. H. Wasid No.25, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,1,DOUBLE BED ROOM,Luas kamar: 16m2,"1 Tempat tidur (160x200) 2 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja, TV Kabel",Rp 2.900.000/bulan
Kost Wira 23,"Jl. Wira Angun Angun No.23, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,"Luas kamar: 7,7m2","1 Tempat tidur (90x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja, Sprei",Rp 2.100.000/bulan
Kost Pak Deddy Sukaati,"Jl. Sukaati VII No. 2, Pasirluyu, Kec Regol, Kota Bandung, Jawa Barat 40254",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Single Room inside bathroom,Luas kamar: 6m2,"1 Tempat tidur (90x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air",Lemari,Rp 1.000.000/bulan
Kost Pak Deddy Sukaati,"Jl. Sukaati VII No. 2, Pasirluyu, Kec Regol, Kota Bandung, Jawa Barat 40254",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,1,Single Room outside bathroom,Luas kamar: 7m2,"1 Tempat tidur (90x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi luar, Shower, Pemanas air",Lemari,Rp 800.000/bulan
Kosan Barokah 32,"Gg. Adikacih II No.32, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40242",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Non AC,Luas kamar: 12m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam",Lemari,Rp 1.000.000/bulan
Kosan Barokah 32,"Gg. Adikacih II No.32, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40242",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,1,Kamar Ber AC,Luas kamar: 21m2,"1 Tempat tidur (160x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam","AC, Dispenser, Kulkas, Kursi, Lemari, Meja",Rp 2.000.000/bulan
Kost Oong Coblong Bandung,"Jl. Tubagus Ismail V No.11, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,Luas kamar: 12m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.600.000/bulan
Habibah Kost,"Jl. Baladewa Asri 1 No.14, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,Luas kamar: 8m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Kamar mandi dalam","Kursi, Lemari, Meja",Rp 1.100.000/bulan
Kost Suka,"Gg. Sukarukun No.1, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,Luas kamar: 6m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi luar, Shower, Pemanas air","Kursi, Lemari, Meja",Rp 900.000/bulan
Kost Sederhana 4,"Jl. Sederhana No.4, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161, Indonesia",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,Luas kamar: 9m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel","Kursi, Lemari, Meja",Rp 1.100.000/bulan
Sriwijaya Residence,"Jl. Kembar Baru Sel. I, RT.3/RW.11, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat 40253",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,Luas kamar: 8m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi luar, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja, TV",Rp 1.150.000/bulan
Sriwijaya Residence,"Jl. Kembar Baru Sel. I, RT.3/RW.11, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat 40253",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,1,Suite,Luas kamar: 9m2,"1 Tempat tidur (160x200) 2 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja, TV",Rp 1.300.000/bulan
Mandiri Kost,"Jl. Inhoftank No.76a, Pelindung Hewan, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40235, Indonesia",Kost Putri,Not Fully Furnished,No,No,Yes,No,No,No,Merupakan Kost putri 1 lantai yang berada di lantai 2 dengan total kamar sebanyak 6 kamar yang terletak di pusat kota Bandung.,0,Tipe A,Luas kamar: 9m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi luar",,Rp 700.000/bulan
Kost Wanoja Tipe A Cibeunying Kidul Bandung,"Jl. Cikaso Sel. No.13, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Standard,Luas kamar: 9m2,"1 Tempat tidur (90x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi luar, Shower","Kursi, Lemari, Meja",Rp 850.000/bulan
Kost Cisitu Indah 4,"Jl. Cisitu Indah 4 No.21, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Single A,Luas kamar: 9m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja",Rp 1.500.000/bulan
Kost Cisitu Indah 4,"Jl. Cisitu Indah 4 No.21, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,1,Single B,Luas kamar: 7m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja",Rp 1.600.000/bulan
Arlya Kost,"Jl. Citra Raya No.1, Babakan Surabaya, Kec. Antapani, Kota Bandung, Jawa Barat 40281",Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,,0,Standard,Luas kamar: 15m2,"1 Tempat tidur (160x200) 2 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Bathtub, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja, TV",Rp 1.600.000/bulan
Arlya Kost,"Jl. Citra Raya No.1, Babakan Surabaya, Kec. Antapani, Kota Bandung, Jawa Barat 40281",Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,,1,Superior,Luas kamar: 16m2,"1 Tempat tidur (160x200) 2 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Bathtub, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja, TV",Rp 2.100.000/bulan
Arlya Kost,"Jl. Citra Raya No.1, Babakan Surabaya, Kec. Antapani, Kota Bandung, Jawa Barat 40281",Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,,2,Executive,Luas kamar: 24m2,"1 Tempat tidur (160x200) 2 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Bathtub, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja, TV",Rp 2.300.000/bulan
Yus Residence Pelesiran 16,"Komplek, Taman Pelesiran No.16, Cipaganti, Coblong, Bandung City, West Java 40131",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Reguler,"Luas kamar: 10,6m2","1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi luar, Shower, Wastafel, Pemanas air","AC, Kursi",Rp 1.300.000/bulan
Yus Residence Pelesiran 16,"Komplek, Taman Pelesiran No.16, Cipaganti, Coblong, Bandung City, West Java 40131",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,1,Superior,"Luas kamar: 12,7m2","1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi luar, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 1.400.000/bulan
Yus Residence Pelesiran 16,"Komplek, Taman Pelesiran No.16, Cipaganti, Coblong, Bandung City, West Java 40131",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,2,Compact + Bedroom,"Luas kamar: 7,7m2","1 Tempat tidur (90x200) 1 orang, Termasuk listrik, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 1.300.000/bulan
Yus Residence Pelesiran 16,"Komplek, Taman Pelesiran No.16, Cipaganti, Coblong, Bandung City, West Java 40131",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,3,Reguler + Bedroom,"Luas kamar: 11,3m2","1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.000.000/bulan
Apartemen Parahyangan Residence,"Tower Pangrango, Jl. Ciumbuleuit Parahyangan Residence No.125, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Space 45m2. Some space for living room, kitchen, dining table, little balcony, 2 bedrooms, 1 bath room with hot water. Full furnished.Available 2 BR (45m2) and 1 BR (31m2). All full furnished.",0,2 BR,Luas kamar: 45m2,"1 Tempat tidur (160x200) 2 orang, Termasuk listrik, Terdapat Balkon, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kulkas, Lemari, Meja, Sprei, TV Kabel",Rp 5.800.000/bulan
Apartemen Parahyangan Residence,"Tower Pangrango, Jl. Ciumbuleuit Parahyangan Residence No.125, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Space 45m2. Some space for living room, kitchen, dining table, little balcony, 2 bedrooms, 1 bath room with hot water. Full furnished.Available 2 BR (45m2) and 1 BR (31m2). All full furnished.",1,1 BR (Master Bed Room),Luas kamar: 31m2,"1 Tempat tidur (160x200) 2 orang, Termasuk listrik, Terdapat Balkon, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja, Sprei, TV Kabel",Rp 3.500.000/bulan
Dara Dara Kost,"Jl. Dago Asri III Dalam No.8, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Standard,"Luas kamar: 12,7m2","1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower","Kursi, Lemari, Meja, Sprei",Rp 1.800.000/bulan
Dara Dara Kost,"Jl. Dago Asri III Dalam No.8, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,1,Medium,"Luas kamar: 15,3m2","1 Tempat tidur (120x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower","Kursi, Lemari, Meja, Sprei",Rp 2.000.000/bulan
Dara Dara Kost,"Jl. Dago Asri III Dalam No.8, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,2,Large,"Luas kamar: 18,2m2","1 Tempat tidur (160x200) 2 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja, Sprei",Rp 2.200.000/bulan
Green House,"Taman Pelesiran No.12, RT.06/RW.06, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,"Luas kamar: 9,6m2","1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","AC, Kursi, Lemari, Meja, Sprei",Rp 1.500.000/bulan
Imperial F 12,"Jl. Imperial I, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Merupakan kost 2 lantai dengan total 8 kamar yang terletak di Dago Asri, Bandung",0,Standard Single,Luas kamar: 9m2,"1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi luar, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.800.000/bulan
Imperial F 12,"Jl. Imperial I, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Merupakan kost 2 lantai dengan total 8 kamar yang terletak di Dago Asri, Bandung",1,Standard Double,Luas kamar: 10.5m2,"2 Tempat tidur (100x200) 2 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi luar, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 2.400.000/bulan
Kost Ibu Seni,Jl. Muararajeun Lama No. 5 Rt. 2 Rw. 8 Cihargeulis Cibeunying Kaler Bandung,Kost Campur,Not Fully Furnished,No,No,No,No,No,No,,0,Firly + Tv,"Luas kamar: 3x2,5m2","1 Tempat tidur (120x200), Termasuk listrik, Kamar mandi luar","Meja, Kursi, Lemari",Rp 900.000/bulan
Kost Ibu Seni,Jl. Muararajeun Lama No. 5 Rt. 2 Rw. 8 Cihargeulis Cibeunying Kaler Bandung,Kost Campur,Not Fully Furnished,No,No,No,No,No,No,,1,Firly Kamar Mandi Luar,Luas kamar: 3x3m2,"1 Tempat tidur (120x200), Termasuk listrik, Kamar mandi luar","Meja, Kursi, Lemari",Rp 650.000/bulan
Kost Ibu Seni,Jl. Muararajeun Lama No. 5 Rt. 2 Rw. 8 Cihargeulis Cibeunying Kaler Bandung,Kost Campur,Not Fully Furnished,No,No,No,No,No,No,,2,Firly Kamar Mandi Luar,Luas kamar: 3x3m2,"1 Tempat tidur (120x200), Termasuk listrik, Kamar mandi luar","Meja, Kursi, Lemari",Rp 700.000/bulan
Kost Ibu Seni,Jl. Muararajeun Lama No. 5 Rt. 2 Rw. 8 Cihargeulis Cibeunying Kaler Bandung,Kost Campur,Not Fully Furnished,No,No,No,No,No,No,,3,Firly Kamar Mandi Luar,Luas kamar: 3x3m2,"1 Tempat tidur (120x200), Termasuk listrik, Kamar mandi luar","Meja, Kursi, Lemari",Rp 700.000/bulan
Kost Ibu Seni,Jl. Muararajeun Lama No. 5 Rt. 2 Rw. 8 Cihargeulis Cibeunying Kaler Bandung,Kost Campur,Not Fully Furnished,No,No,No,No,No,No,,4,Firly Kamar Mandi Luar,Luas kamar: 3x3 -- 3x4m2,"1 Tempat tidur (120x200), Tidak termasuk listrik, Kamar mandi luar","AC, TV, Meja, Kursi, Lemari",Rp 700.000/bulan
Kost Exclusive Bergengsi,Jl. Lombok No. 19 Merdeka Andir Bandung,Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,,0,Presidential Suite Room,Luas kamar: 24m2,"1 Tempat tidur (120x200), Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Bathtub, Shower, Wastafel","AC, TV, TV Kabel, Meja, Kursi, Lemari",Rp 10.000.000/bulan
Kost Exclusive Bergengsi,Jl. Lombok No. 19 Merdeka Andir Bandung,Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,,1,Deluxe Queen BedRoom,Luas kamar: 28m2,"1 Tempat tidur (120x200), Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Bathtub, Shower, Wastafel","AC, TV, TV Kabel, Meja, Kursi, Lemari",Rp 6.000.000/bulan
Kost Exclusive Bergengsi,Jl. Lombok No. 19 Merdeka Andir Bandung,Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,,2,Family Suite Room,Luas kamar: 18m2,"1 Tempat tidur (120x200), Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Bathtub, Shower, Wastafel","AC, TV, TV Kabel, Meja, Kursi, Lemari",Rp 8.000.000/bulan
Kost Exclusive Bergengsi,Jl. Lombok No. 19 Merdeka Andir Bandung,Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,,3,Superior Twin BedRoom,Luas kamar: 18m2,"1 Tempat tidur (120x200), Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Bathtub, Shower, Wastafel","AC, TV, TV Kabel, Meja, Kursi, Lemari",Rp 4.000.000/bulan
Kost Exclusive Bergengsi,Jl. Lombok No. 19 Merdeka Andir Bandung,Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,,4,Superior Queen BedRoom,Luas kamar: m2,"1 Tempat tidur (160x200), Termasuk listrik, Jendela kearah luar, Kamar mandi dalam",,Rp 4.000.000/bulan
